#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Baltics;;;;;;;;;;;;;;
c_tirol_adj;Tirol;;;;;;;;;;;;;x
c_trent_adj;Trient;;;;;;;;;;;;;x
c_lienz_adj;Lienz;;;;;;;;;;;;;x
######Carinthia
#Kärnten;;;;;;;;;;;;;
c_karnten_adj;Kärnten;;;;;;;;;;;;;x
c_krain_adj;Krain;;;;;;;;;;;;;x
c_windische_mark_adj;Windische Mark;;;;;;;;;;;;;x
#Steirmark;;;;;;;;;;;;;
c_steiermark_adj;Steiermark;;;;;;;;;;;;;x
c_eppenstein_adj;Eppenstein;;;;;;;;;;;;;x
c_celje_adj;Cilli;;;;;;;;;;;;;x
c_pitten_adj;Pitten;;;;;;;;;;;;;x
#Friuli;;;;;;;;;;;;;
c_aquileia_adj;Aquileia;;;;;;;;;;;;;x
c_gorz_adj;Görz;;;;;;;;;;;;;x
#Merania;;;;;;;;;;;;;
c_istria_adj;Istria;;;;;;;;;;;;;x
c_trieste_adj;Duino;;;;;;;;;;;;;x
######Franken
#Hessen;;;;;;;;;;;;
c_gleiberg_adj;Gleiberg;;;;;;;;;;;;;x
c_ziegenhain_adj;Ziegenhain;;;;;;;;;;;;;x
c_gudensberg_adj;Gudensberg;;;;;;;;;;;;;x
#Thüringen;;;;;;;;;;;;
c_thuringen_adj;Thüringen;;;;;;;;;;;;;x
c_weimar_adj;Weimar;;;;;;;;;;;;;x
c_schwarzburg_adj;Schwarzburg;;;;;;;;;;;;;x
#Nürnberg;;;;;;;;;;;;
c_nurnberg_adj;Nürnberg;;;;;;;;;;;;;x
c_truhendingen_adj;Truhendingen;;;;;;;;;;;;;x
c_sonneberg_adj;Sonneberg;;;;;;;;;;;;;x
#Ostfranken;;;;;;;;;;;;
c_wurzburg_adj;Würzburg;;;;;;;;;;;;;x
c_henneberg_adj;Henneberg;;;;;;;;;;;;;x
c_bamberg_adj;Bamberg;;;;;;;;;;;;;x
c_hohenlohe_adj;Hohenlohe;;;;;;;;;;;;;x
c_wertheim_adj;Wertheim;;;;;;;;;;;;;x
#Westfranken;;;;;;;;;;;;
c_nassau_adj;Nassau;;;;;;;;;;;;;x
c_hanau_adj;Hanau;;;;;;;;;;;;;x
c_katzenelbogen_adj;Katzenelbogen;;;;;;;;;;;;;x
c_sayn_adj;Sayn;;;;;;;;;;;;;x
#Mainz;;;;;;;;;;;;
c_mainz_adj;Mainz;;;;;;;;;;;;;x
#Pfalz;;;;;;;;;;;;
c_pfalz_adj;Pfalz;;;;;;;;;;;;;x
c_leiningen_adj;Leiningen;;;;;;;;;;;;;x
c_sponheim_adj;Sponheim;;;;;;;;;;;;;x
c_zweibrucken_adj;Zweibrücken;;;;;;;;;;;;;x
######Saxony
#Engern;;;;;;;;;;;;;;;;
c_stade_adj;Stade;;;;;;;;;;;;;x
c_bremen_adj;Bremen;;;;;;;;;;;;;x
c_hoya_adj;Hoya;;;;;;;;;;;;;x
c_schaumburg_adj;Schauenburg;;;;;;;;;;;;;x
c_oldenburg_adj;Oldenburg;;;;;;;;;;;;;x
c_lippe_adj;Lippe;;;;;;;;;;;;;x
#Braunschweig-Lüneburg;;;;;;;;;;;;;;;;
c_luneburg_adj;Lüneburg;;;;;;;;;;;;;x
c_braunschweig_adj;Braunschweig;;;;;;;;;;;;;x
c_gottingen_adj;Northeim;;;;;;;;;;;;;x
c_everstein_adj;Everstein;;;;;;;;;;;;;x
c_blankenburg_adj;Blankenburg;;;;;;;;;;;;;x
#Westfalen;;;;;;;;;;;;;;;;
c_arnsberg_adj;Arnsberg;;;;;;;;;;;;;x
c_mark_adj;Mark;;;;;;;;;;;;;x
c_munster_adj;Münster;;;;;;;;;;;;;x
c_osnabruck_adj;Ravensberg;;;;;;;;;;;;;x
c_bentheim_adj;Bentheim;;;;;;;;;;;;;x
c_tecklenburg_adj;Tecklenburg;;;;;;;;;;;;;x
#Holstein;;;;;;;;;;;;;;;;
c_holstein_adj;Rendsburg;;;;;;;;;;;;;x
c_hamburg_adj;Stormarn;;;;;;;;;;;;;x
c_dithmarschen_adj;Dithmarschen;;;;;;;;;;;;;x
#Wittenberg;;;;;;;;;;;;;;;;
c_wittenberg_adj;Wittenberg;;;;;;;;;;;;;x
c_anhalt_adj;Anhalt;;;;;;;;;;;;;x
c_brehna_adj;Brehna;;;;;;;;;;;;;x
c_mansfeld_adj;Mansfeld;;;;;;;;;;;;;x
#Meissen;;;;;;;;;;;;;;;;
c_meissen_adj;Meissen;;;;;;;;;;;;;x
c_plauen_adj;Voigtland;;;;;;;;;;;;;x
c_groitzsch_adj;Groitzsch;;;;;;;;;;;;;x
c_landsberg_adj;Landsberg;;;;;;;;;;;;;x
#Lausitz;;;;;;;;;;;;;;;;
c_lausitz_adj;Oberlausitz;;;;;;;;;;;;;x
c_niederlausitz_adj;Niederlausitz;;;;;;;;;;;;;x
#Lauenburg;;;;;;;;;;;;;;;;
c_ratzeburg_adj;Ratzeburg;;;;;;;;;;;;;x
c_schwerin_adj;Schwerin;;;;;;;;;;;;;x
c_dannenberg_adj;Dannenberg;;;;;;;;;;;;;x
####Bohemia
#Böhmen;
c_praha_adj;Praha;;;;;;;;;;;;;x
c_hradec_adj;Hradec;;;;;;;;;;;;;x
c_boleslav_adj;Kladsko;;;;;;;;;;;;;x
c_plzen_adj;Plzen;;;;;;;;;;;;;x
c_domazlice_adj;Doudleby;;;;;;;;;;;;;x
c_zatec_adj;Zatec;;;;;;;;;;;;;x
#Morava;
c_brno_adj;Brno;;;;;;;;;;;;;x
c_olomuc_adj;Olomuc;;;;;;;;;;;;;x
c_znojmo_adj;Znojmo;;;;;;;;;;;;;x
c_opava_adj;Opava;;;;;;;;;;;;;x
######
####Wenden
#Lübeck
c_lubeck_adj;Lübeck;;;;;;;;;;;;;x
c_kiel_adj;Kiel;;;;;;;;;;;;;x
#Mecklembourg
c_mecklemburg_adj;Mecklemburg;;;;;;;;;;;;;x
c_rostock_adj;Rostock;;;;;;;;;;;;;x
c_werle_adj;Werle;;;;;;;;;;;;;x
#Rügen
c_rugen_adj;Rügen;;;;;;;;;;;;;x
c_barth_adj;Barth;;;;;;;;;;;;;x
#Pommern
c_stettin_adj;Stettin;;;;;;;;;;;;;x
c_wolgast_adj;Wolgast;;;;;;;;;;;;;x
c_gutzkow_adj;Gützkow;;;;;;;;;;;;;x
c_slupsk_adj;Stolp;;;;;;;;;;;;;x
c_belgard_adj;Belgard;;;;;;;;;;;;;x
#Pommerellen
c_danzig_adj;Danzig;;;;;;;;;;;;;x
c_swiecie_adj;Schwetz;;;;;;;;;;;;;x
#Brandenburg
c_brandenburg_adj;Mittelmark;;;;;;;;;;;;;x
c_altmark_adj;Altmark;;;;;;;;;;;;;x
c_magdeburg_adj;Magdeburg;;;;;;;;;;;;;x
c_prignitz_adj;Prignitz;;;;;;;;;;;;;x
#Lebus
c_neumark_adj;Neumark;;;;;;;;;;;;;x
c_neumark_adj_polish;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_bohemian;Cedyne;;;;;;;;;;;;;x
c_neumark_adj_moravian;Cedyne;;;;;;;;;;;;;x
c_neumark_adj_pommeranian;Cediniô;;;;;;;;;;;;;x
c_neumark_adj_croatian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_bosnian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_serbian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_karantanci;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_bulgarian;Cedynia;;;;;;;;;;;;;x
c_neumark_adj_russian;Cedynye;;;;;;;;;;;;;x
c_lubusz_adj;Küstrin;;;;;;;;;;;;;x
c_lubusz_adj_polish;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_bohemian;Kostrzín;;;;;;;;;;;;;x
c_lubusz_adj_moravian;Kostrzín;;;;;;;;;;;;;x
c_lubusz_adj_pommeranian;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_croatian;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_bosnian;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_serbian;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_karantanci;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_bulgarian;Cozsterine;;;;;;;;;;;;;x
c_lubusz_adj_russian;Cozsterine;;;;;;;;;;;;;x
c_santok_adj;Zantoch;;;;;;;;;;;;;x
c_santok_adj_polish;Santok;;;;;;;;;;;;;x
c_santok_adj_bohemian;Santok;;;;;;;;;;;;;x
c_santok_adj_moravian;Santok;;;;;;;;;;;;;x
c_santok_adj_pommeranian;Santok;;;;;;;;;;;;;x
c_santok_adj_croatian;Santok;;;;;;;;;;;;;x
c_santok_adj_bosnian;Santok;;;;;;;;;;;;;x
c_santok_adj_serbian;Santok;;;;;;;;;;;;;x
c_santok_adj_karantanci;Santok;;;;;;;;;;;;;x
c_santok_adj_bulgarian;Santok;;;;;;;;;;;;;x
c_santok_adj_russian;Santok;;;;;;;;;;;;;x
######
#Burgundy;;;;;;;;;;;;;;
#Palatine de Burgund
c_besancon_adj;Besançon;;;;;;;;;;;;;x
c_montbeliard_adj;Montbéliard;;;;;;;;;;;;;x
c_vesoul_adj;Vesoul;;;;;;;;;;;;;x
c_dole_adj;Dole;;;;;;;;;;;;;x
#Zähringen;
c_rheinfelden_adj;Rheinfelden;;;;;;;;;;;;;x
c_gruyere_adj;Gruyère;;;;;;;;;;;;;x
c_neuchatel_adj;Neuchâtel;;;;;;;;;;;;;x
c_basel_adj;Basel;;;;;;;;;;;;;x
c_vaud_adj;Vaud;;;;;;;;;;;;;x
#Savoie
c_savoie_adj;Savoie;;;;;;;;;;;;;x
c_geneve_adj;Geneve;;;;;;;;;;;;;x
c_chablais_adj;Chablais;;;;;;;;;;;;;x
c_valais_adj;Valais;;;;;;;;;;;;;x
c_bresse_adj;Bresse;;;;;;;;;;;;;x
#Dauphineé
c_dauphine_viennois_adj;Viennois;;;;;;;;;;;;;x
c_graisivaudan_adj;Graisvaudan;;;;;;;;;;;;;x
c_lyon_adj;Lyon;;;;;;;;;;;;;x
#Markgriavte of Provence;
c_valentinois_adj;Valentinois;;;;;;;;;;;;;x
c_venaissin_adj;Venaissin;;;;;;;;;;;;;x
c_vivers_adj;Vivarés;;;;;;;;;;;;;x
#Provence
c_provence_adj;Provence;;;;;;;;;;;;;x
c_marseille_adj;Marseille;;;;;;;;;;;;;x
c_antibes_adj;Antibes;;;;;;;;;;;;;x
c_forcalquier_adj;Forcalquier;;;;;;;;;;;;;x
######
#Poland;;;;;;;;;;;;;;
c_plock_adj;Plock;;;;;;;;;;;;;x
c_czersk_adj;Czersk;;;;;;;;;;;;;x
c_rawamazovia_adj;Rawa;;;;;;;;;;;;;x
c_poznanskie_adj;Poznan;;;;;;;;;;;;;x
c_gnieznienskie_adj;Gniezno;;;;;;;;;;;;;x
c_kaliskie_adj;Kalisz;;;;;;;;;;;;;x
c_krakowskie_adj;Krakow;;;;;;;;;;;;;x
c_sacz_adj;Sandec;;;;;;;;;;;;;x
c_sieradzko-leczyckie_adj;Sieradz;;;;;;;;;;;;;x
c_leczyca_adj;Leczyca;;;;;;;;;;;;;x
c_sandomierskie_adj;Sandomierz;;;;;;;;;;;;;x
c_wislica_adj;Wislica;;;;;;;;;;;;;x
c_wroclaw_adj;Wroclaw;;;;;;;;;;;;;x
c_glogow_adj;Glogów;;;;;;;;;;;;;x
c_opole_adj;Opole;;;;;;;;;;;;;x
c_legnica_adj;Legnica;;;;;;;;;;;;;x
c_cieszyn_adj;Racibórz;;;;;;;;;;;;;x
c_inowroclaw_adj;Inowroclaw;;;;;;;;;;;;;x
c_kujawy_adj;Brzesc;;;;;;;;;;;;;x
#Georgia;;;;;;;;;;;;;;
c_odishi_adj;Odishian;;;;;;;;;;;;;x
c_hereti_adj;Heretian;;;;;;;;;;;;;x
c_jiqeti_adj;Jiqetian;;;;;;;;;;;;;x
c_klarjeti_adj;Klarjetian;;;;;;;;;;;;;x
c_simsir_adj;Simsirian;;;;;;;;;;;;;x
c_tusheti_adj;Tushetian;;;;;;;;;;;;;x
c_racha_adj;Rachaian;;;;;;;;;;;;;x
c_arran_adj;Arranian;;;;;;;;;;;;;x
c_sarir_adj;Saririan;;;;;;;;;;;;;x
c_tbilisi_adj;Tbilisian;Tbilisi;;;;;;;;;;;;x
c_tbilisi_adj_maghreb_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_levantine_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_egyptian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_andalusian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_sicilian_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_tbilisi_adj_bedouin_arabic;Tiflisi;Tiflis;;;;;;;;;;;;x
c_svaneti_adj;Svanetian;Svaneti;;;;;;;;;;;;x
c_artaani_adj;Artaanian;Artaani;;;;;;;;;;;;x
c_artaani_adj_oghuz;Ardahani;Ardahan;;;;;;;;;;;;x
c_artaani_adj_turkmen;Ardahani;Ardahan;;;;;;;;;;;;x
c_artaani_adj_turkish;Ardahani;Ardahan;;;;;;;;;;;;x
c_artaani_adj_armenian;Ardahani;Ardahan;;;;;;;;;;;;x
c_samtskhe_adj;Samtskhian;Samtskhe;;;;;;;;;;;;x
c_samtskhe_adj_oghuz;Ahiskan;Ahiska;;;;;;;;;;;;x
c_samtskhe_adj_turkmen;Ahiskan;Ahiska;;;;;;;;;;;;x
c_samtskhe_adj_turkish;Ahiskan;Ahiska;;;;;;;;;;;;x
c_javakheti_adj;Javakhetian;Javakheti;;;;;;;;;;;;x
c_javakheti_adj_oghuz;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
c_javakheti_adj_turkmen;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
c_javakheti_adj_turkish;Ahilhelekan;Ahilhelek;;;;;;;;;;;;x
#Armenia;;;;;;;;;;;;;;
##;Suenik and Artsakh;;;;;;;;;;;;;
c_suenik_adj_oghuz;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_turkmen;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_turkish;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj_pecheneg;Sünikan;Sünik;;;;;;;;;;;;x
c_suenik_adj;Siwnikan;Siwnik;;;;;;;;;;;;x
c_haband_adj;Habandian;;;;;;;;;;;;;x
c_artsakh_adj;Artsakhian;;;;;;;;;;;;;x
c_artsakh_adj_turkmen;Artsahian;Artsah;;;;;;;;;;;;x
c_artsakh_adj_turkish;Artsahian;Artsah;;;;;;;;;;;;x
c_artsakh_adj_oghuz;Artsahian;Artsah;;;;;;;;;;;;x
c_artsakh_adj_pecheneg;Artsahian;Artsah;;;;;;;;;;;;x
c_artsakh_adj_armenian;Khachenian;;;;;;;;;;;;;x
c_baghk_adj;Baghkian;Baghk;;;;;;;;;;;;x
c_baghk_adj_turkmen;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_turkish;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_oghuz;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_pecheneg;Kafanian;Kafan;;;;;;;;;;;;x
c_baghk_adj_persian;Kafanian;Kafan;;;;;;;;;;;;x
c_goghtn_adj;Goghtnian;Goghtn;;;;;;;;;;;;x
c_goghtn_adj_greek;Naxouanan;Naxouana;;;;;;;;;;;;x
c_goghtn_adj_maghreb_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
c_goghtn_adj_levantine_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
c_goghtn_adj_egyptian_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
c_goghtn_adj_andalusian_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
c_goghtn_adj_sicilian_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
c_goghtn_adj_bedouin_arabic;Nashawan;Nashawa;;;;;;;;;;;;x
##;Vaspurakan;;;;;;;;;;;;;
c_vaspurakan_adj_greek;Vaasprakanian;Vaasprakania;;;;;;;;;;;;x
c_vaspurakan_adj_maghreb_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_levantine_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_egyptian_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_andalusian_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_sicilian_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_bedouin_arabic;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_oghuz;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_turkmen;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_turkish;Vanian;Van;;;;;;;;;;;;x
c_vaspurakan_adj_kurdish;Wanian;Wan;;;;;;;;;;;;x
c_hisn_kayf_adj_greek;Kiphan;Kiphas;;;;;;;;;;;;x
c_hisn_kayf_adj_maghreb_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_levantine_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_egyptian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_andalusian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_sicilian_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_bedouin_arabic;Mayyafariqinan;Mayyafariqin;;;;;;;;;;;;x
c_hisn_kayf_adj_oghuz;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hisn_kayf_adj_turkmen;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hisn_kayf_adj_turkish;Hasankeyfan;Hasankeyf;;;;;;;;;;;;x
c_hisn_kayf_adj_kurdish;Heskîfan;Heskîf;;;;;;;;;;;;x
c_hisn_kayf_adj_armenian;Harsenkevian;;;;;;;;;;;;;x
c_persarmenia_adj;Rstunikian;;;;;;;;;;;;;x
c_persarmenia_adj_greek;Moexian;;;;;;;;;;;;;x
c_persarmenia_adj_oghuz;Müküsian;;;;;;;;;;;;;x
c_persarmenia_adj_turkmen;Müküsian;;;;;;;;;;;;;x
c_persarmenia_adj_turkish;Müküsian;;;;;;;;;;;;;x
c_oromieh_adj_greek;Ourmian;Ourmia;;;;;;;;;;;;x
c_oromieh_adj_maghreb_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_levantine_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_egyptian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_andalusian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_sicilian_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_bedouin_arabic;Urmiyan;Urmiyah;;;;;;;;;;;;x
c_oromieh_adj_oghuz;Urmiyan;Urmiye;;;;;;;;;;;;x
c_oromieh_adj_turkmen;Urmiyan;Urmiye;;;;;;;;;;;;x
c_oromieh_adj_turkish;Urmiyan;Urmiye;;;;;;;;;;;;x
c_oromieh_adj_kurdish;Urmian;Urmê;;;;;;;;;;;;x
c_oromieh_adj_armenian;Vormian;Vormi;;;;;;;;;;;;x
##;Armenia;;;;;;;;;;;;;
c_dwin_adj_greek;Doúbian;Doúbios;;;;;;;;;;;;x
c_dwin_adj_maghreb_arabic;Dabilian;Dabil;;;;;;;;;;;;x
c_dwin_adj_levantine_arabic;Dabilian;Dabil;;;;;;;;;;;;x
